SI.,Product Name,Item Code,UOM,Purchase UOM,Product Category,Origin Rule,Unit Cost,Unnamed: 8
577,20MM FLANGES,FL-20MM-X479,MTR,Length (5 MTR),Accessory ,,1.39,
578,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X480,KG,TON,Raw-Material,UAE,3.14,
579,CARBON 51,CARBON-51-X481,NOS,NOS,Consumable,,4.95,
580,GREASE 1 KG,CONS-GREASE-1KG-X482,KG,KG,Consumable,,15.01,
581,CARBON (MITERSAW),CARBON-MITER-X483,NOS,NOS,Consumable,,5.03,
582,"5"" RING",RING-5-X484,NOS,NOS,Accessory,,1.54,
583,0.56MM JSW COIL (Z275),JSW-0.56MM-X485,KG,TON ,Raw-Material,INDIA,3.86,
584,VCD 300X200 S&C,VCD-300x200-X486,NOS,NOS,Accessory,,29.76,
585,"4"" RING",RING-4-X487,NOS,NOS,Accessory,,1.38,
586,MAKITA MACHINE SPARE PARTS,MAKITA-SPARES-X488,SET,SET,Tool,,38.08,
587,0.90MM JSW COIL (Z275),JSW-0.90MM-X489,KG,TON,Raw-Material,INDIA,3.87,
588,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X490,KG,TON,Raw-Material,UAE,3.15,
589,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X491,NOS,Length (5 MTR),Accessory,,32.92,
590,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X492,LITER,18 LITRE,Consumable,,7.64,
591,FUSE,FUSE-X493,NOS,NOS,Consumable,,0.98,
592,1.20MM JSW COIL (Z275),JSW-1.20MM-X494,KG,TON,Raw-Material,INDIA,3.93,
593,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X495,NOS,NOS,Consumable,,15.13,
594,HAND GLOVES,CONS-HAND-GLOVES-X496,DZN,DZN,SAFETY-ITEM,,13.04,
595,"5"" RING",RING-5-X497,NOS,NOS,Accessory,,1.54,
596,GI NUT 10 MM,GI-NUT-10MM-X498,KG,KG,Accessory,,6.92,
597,VCD 400X200 S&C,VCD-400x200-X499,NOS,NOS,Accessory,,34.66,
598,CARBON PLAIN,CARBON-PLAIN-X500,NOS,NOS,Consumable,,4.95,
599,"5"" RING",RING-5-X501,NOS,NOS,Accessory,,1.57,
600,MAKITA MACHINE SPARE PARTS,MAKITA-SPARES-X502,SET,SET,Tool,,37.13,
601,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X503,KG,TON,Raw-Material,UAE,3.14,
602,WOODEN HAMMER,HAMMER-WOOD-X504,NOS,NOS,Tool,,11.16,
603,WOODEN HAMMER,HAMMER-WOOD-X505,NOS,NOS,Tool,,10.89,
604,GI BOLT 10 MM,GI-BOLT-10MM-X506,KG,KG,Accessory,,7.13,
605,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X507,NOS,NOS,Consumable,,5.97,
606,EARPLUG,EARPLUG-X508,NOS,NOS,SAFETY-ITEM,,0.59,
607,"CUTTER WHEEL 14""",CUTTER-14-X509,NOS,NOS,Consumable,,10.96,
608,VCD 400X200 S&C,VCD-400x200-X510,NOS,NOS,Accessory,,34.64,
609,0.60MM JSW COIL (Z275),JSW-0.60MM-X511,KG,TON,Raw-Material,INDIA,3.79,
610,S CLEATS,S-CLEATS-X512,MTR,Length (1.2 MTR),Accessory ,,1.81,x
611,"5"" RING",RING-5-X513,NOS,NOS,Accessory,,1.53,
612,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X514,NOS,NOS,Consumable,,3.02,
613,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X515,NOS,Length (5 MTR),Accessory,,60.16,
614,VCD 250X150 S&C,VCD-250x150-X516,NOS,NOS,Accessory,,24.43,
615,S CLEATS,S-CLEATS-X517,MTR,Length (1.2 MTR),Accessory ,,1.83,x
616,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X518,KG,TON,Raw-Material,UAE,3.16,
617,CARBON 153,CARBON-153-X519,NOS,NOS,Consumable,,10.15,
618,VCD 350X200 S&C,VCD-350x200-X520,NOS,NOS,Accessory,,31.85,
619,20MM FLANGES,FL-20MM-X521,MTR,Length (5 MTR),Accessory ,,1.39,
620,"5"" RING",RING-5-X522,NOS,NOS,Accessory,,1.54,
621,20MM CORNER,CR-20MM-X523,NOS,BOX (200 NOS),Accessory ,,0.28,
622,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X524,KG,TON,Raw-Material,UAE,3.07,
623,0.70MM JSW COIL (Z275),JSW-0.70MM-X525,KG,TON,Raw-Material,INDIA,3.92,
624,SHEILD (PLASMA MACHINE),SHIELD-PLASMA-X526,NOS,NOS,Consumable,,75.95,
625,30MM FLANGES,FL-30MM-X527,MTR,Length (5 MTR),Accessory ,,2.23,
626,HAND GLOVES,CONS-HAND-GLOVES-X528,DZN,DZN,SAFETY-ITEM,,13.23,
627,ELECTRODE PLASMA,ELECTRODE-P-X529,NOS,NOS,Consumable,,8.95,
628,WASTE CLOTH,CONS-WASTE-CLOTH-X530,PKT,PKT,Consumable,,14.95,
629,ALUM SPRAY PAINT,CONS-PAINT-AL-X531,NOS,NOS,Consumable,,5.03,
630,0.70MM JSW COIL (Z275),JSW-0.70MM-X532,KG,TON,Raw-Material,INDIA,3.89,
631,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X533,KG,TON ,Raw-Material,UAE,3.22,
632,GALVANIZED ANGLE 40/40,ANGLE-40x40-X534,NOS,Length (5 MTR),Accessory,,62.3,
633,"GRINDING WHEEL 4.5""",GRIND-4.5-X535,NOS,NOS,Consumable,,1,
634,"CUTTER WHEEL 14""",CUTTER-14-X536,NOS,NOS,Consumable,,10.85,
635,"CUTTER WHEEL 14""",CUTTER-14-X537,NOS,NOS,Consumable,,11.05,
636,CARBON 51,CARBON-51-X538,NOS,NOS,Consumable,,5.03,
637,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X539,NOS,Length (5 MTR),Accessory,,33.18,
638,TIE ROD CONNECTOR 8 MM,TR-CON-8MM-X540,NOS,NOS,Accessory,,0.45,
639,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X541,KG,TON ,Raw-Material,UAE,3.21,
640,"4"" RING",RING-4-X542,NOS,NOS,Accessory,,1.34,
641,GOOGLES,SAFETY-GOGGLES-X543,NOS,NOS,SAFETY-ITEM,,5.06,
642,"CUTTER WHEEL 14""",CUTTER-14-X544,NOS,NOS,Consumable,,11.1,
643,WELDING ROD 4MM,WELD-4MM-X545,BOX,BOX,Consumable,,40.31,
644,DAMPER SPLIT,DAMPER-SPLIT-X546,NOS,NOS,Accessory,,5.6,
645,TIE ROD CONNECTOR 8 MM,TR-CON-8MM-X547,NOS,NOS,Accessory,,0.46,
646,TIE ROD CONNECTOR 10 MM,TR-CON-10MM-X548,NOS,NOS,Accessory,,0.45,
647,1.20MM JSW COIL (Z275),JSW-1.20MM-X549,KG,TON,Raw-Material,INDIA,3.89,
648,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X550,KG,TON ,Raw-Material,UAE,3.24,
649,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X551,KG,TON ,Raw-Material,UAE,3.23,
650,VCD 250X150 S&C,VCD-250x150-X552,NOS,NOS,Accessory,,23.65,
651,TIE ROD (NOS) 8 MM,TR-8MM-X553,NOS,1.5MTR,Accessory,,3.5,
652,30MM FLANGES,FL-30MM-X554,MTR,Length (5 MTR),Accessory ,,2.21,
653,"GRINDING WHEEL 4.5""",GRIND-4.5-X555,NOS,NOS,Consumable,,1.01,
654,"1"" DIA GI PIPE",GI-PIPE-1-X556,NOS,NOS,Raw-Material,,80.77,
655,SWIRL RING,SWIRL-RING-X557,NOS,NOS,Consumable,,118.46,
656,WOODEN HAMMER,HAMMER-WOOD-X558,NOS,NOS,Tool,,10.82,
657,30MM JOINT CLEAT,JC-30MM-X559,MTR,Length (2 MTR),Accessory ,,1.53,
658,VCD 300X200 S&C,VCD-300x200-X560,NOS,NOS,Accessory,,30.34,
659,0.90MM JSW COIL (Z275),JSW-0.90MM-X561,KG,TON,Raw-Material,INDIA,3.92,
660,DAMPER SPLIT,DAMPER-SPLIT-X562,NOS,NOS,Accessory,,5.45,
661,WOODEN HAMMER,HAMMER-WOOD-X563,NOS,NOS,Tool,,10.83,
662,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X564,NOS,NOS,Consumable,,3.02,
663,20MM JOINT CLEAT,JC-20MM-X565,MTR,Length (2 MTR),Accessory ,,1.55,
664,"6"" RING",RING-6-X566,NOS,NOS,Accessory,,1.96,
665,CARBON 153,CARBON-153-X567,NOS,NOS,Consumable,,10,
666,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X568,BX,BX,Accessory,,26.32,
667,1.20MM JSW COIL (Z275),JSW-1.20MM-X569,KG,TON,Raw-Material,INDIA,3.86,
668,DRILL BIT 4 MM,DRILL-4MM-X570,NOS,NOS,Consumable,,2.53,
669,HAMMER 200,HAMMER-200-X571,NOS,NOS,Tool,,15.09,
670,0.55MM JSW COIL (Z275),JSW-0.55MM-X572,KG,TON ,Raw-Material,INDIA,3.88,
671,DRILL BIT 4 MM,DRILL-4MM-X573,NOS,NOS,Consumable,,2.52,
672,S CLEATS,S-CLEATS-X574,MTR,Length (1.2 MTR),Accessory ,,1.81,x
673,COPPER (SPOT WELDING TIP),COPPER-WELD-TIP-X575,PCS,PCS,Consumable,,29.83,
674,0.70MM JSW COIL (Z275),JSW-0.70MM-X576,KG,TON,Raw-Material,INDIA,3.83,
675,GREASE 1 KG,CONS-GREASE-1KG-X577,KG,KG,Consumable,,14.71,
676,PIANO HINGES,HINGE-PIANO-X578,NOS,NOS,Accessory,,19.63,
677,DRILL BIT 4 MM,DRILL-4MM-X579,NOS,NOS,Consumable,,2.5,
678,"GI ROUND VCD - 4""",VCD-GI-4-X580,NOS,NOS,Accessory,,10.12,
679,VCD 350X200 S&C,VCD-350x200-X581,NOS,NOS,Accessory,,32.27,
680,0.70MM JSW COIL (Z275),JSW-0.70MM-X582,KG,TON,Raw-Material,INDIA,3.83,
681,0.60MM JSW COIL (Z275),JSW-0.60MM-X583,KG,TON,Raw-Material,INDIA,3.85,
682,CARBON PLAIN,CARBON-PLAIN-X584,NOS,NOS,Consumable,,5.07,
683,VCD 350X200 S&C,VCD-350x200-X585,NOS,NOS,Accessory,,32.37,
684,DRILL BIT 10 MM,DRILL-10MM-X586,NOS,NOS,Consumable,,6.03,
685,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X587,KG,TON ,Raw-Material,UAE,3.27,
686,"BRUSH 2""",BRUSH-2-X588,NOS,NOS,Consumable,,2.04,
687,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X589,KG,TON ,Raw-Material,UAE,3.24,
688,0.60MM JSW COIL (Z275),JSW-0.60MM-X590,KG,TON,Raw-Material,INDIA,3.92,
689,HAMMER 200,HAMMER-200-X591,NOS,NOS,Tool,,14.75,
690,NOZZLE PLASMA,NOZZLE-P-X592,NOS,NOS,Consumable,,9.1,
691,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X593,KG,TON,Raw-Material,UAE,3.05,
692,CARBON PLAIN,CARBON-PLAIN-X594,NOS,NOS,Consumable,,4.94,
693,ALUM SPRAY PAINT,CONS-PAINT-AL-X595,NOS,NOS,Consumable,,4.97,
694,HAMMER 200,HAMMER-200-X596,NOS,NOS,Tool,,14.77,
695,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X597,LITER,18 LITRE,Consumable,,7.56,
696,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X598,KG,TON ,Raw-Material,UAE,3.21,
697,CARBON 203,CARBON-203-X599,NOS,NOS,Consumable,,11.84,
698,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X600,KG,TON,Raw-Material,UAE,3.06,
699,PIANO HINGES,HINGE-PIANO-X601,NOS,NOS,Accessory,,19.62,
700,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X602,KG,TON ,Raw-Material,UAE,3.28,
701,CARBON 51,CARBON-51-X603,NOS,NOS,Consumable,,5.09,
702,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X604,KG,TON,Raw-Material,UAE,3.07,
703,MAKITA MACHINE SPARE PARTS,MAKITA-SPARES-X605,SET,SET,Tool,,38.1,
704,40MM G CLAMPS,GC-40MM-X606,NOS,BOX (200 NOS),Accessory ,,0.27,
705,GI ACCESS DOOR HANDLE,GI-DOOR-HANDLE-X607,NOS,NOS,Accessory,,0.45,
706,1.10MM JSW COIL (Z275),JSW-1.10MM-X608,KG,TON,Raw-Material,INDIA,3.88,
707,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X609,NOS,NOS,Consumable,,14.84,
708,VCD 250X150 S&C,VCD-250x150-X610,NOS,NOS,Accessory,,23.85,
709,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X611,NOS,Length (5 MTR),Accessory,,60.1,
710,"GI ROUND VCD - 10""",VCD-GI-10-X612,NOS,NOS,Accessory,,12.33,
711,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X613,KG,TON,Raw-Material,UAE,3.04,
712,"5"" RING",RING-5-X614,NOS,NOS,Accessory,,1.54,
713,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X615,KG,TON ,Raw-Material,UAE,3.22,
714,0.80MM JSW COIL (Z275),JSW-0.80MM-X616,KG,TON,Raw-Material,INDIA,3.84,
715,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X617,NOS,Length (5 MTR),Accessory,,60.48,
716,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X618,NOS,NOS,Consumable,,6.01,
717,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X619,NOS,Length (5 MTR),Accessory,,25.51,
718,0.60MM JSW COIL (Z275),JSW-0.60MM-X620,KG,TON,Raw-Material,INDIA,3.84,
719,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X621,KG,TON,Raw-Material,UAE,3.11,
720,FUSE,FUSE-X622,NOS,NOS,Consumable,,1.01,
721,EARPLUG,EARPLUG-X623,NOS,NOS,SAFETY-ITEM,,0.61,
722,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X624,NOS,Length (5 MTR),Accessory,,25.94,
723,WELDING ROD 2.6MM GREEN,WELD-2.6MM-X625,BOX,BOX,Consumable,,48.85,
724,CARBON 153,CARBON-153-X626,NOS,NOS,Consumable,,10.17,
725,EARPLUG,EARPLUG-X627,NOS,NOS,SAFETY-ITEM,,0.59,
726,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X628,KG,TON,Raw-Material,UAE,3.2,
727,VCD 250X150 S&C,VCD-250x150-X629,NOS,NOS,Accessory,,23.74,
728,30MM CORNER,CR-30MM-X630,NOS,BOX (200 NOS),Accessory ,,0.24,
729,"GRINDING WHEEL 4.5""",GRIND-4.5-X631,NOS,NOS,Consumable,,1.01,
730,"1"" DIA GI PIPE",GI-PIPE-1-X632,NOS,NOS,Raw-Material,,81.52,
731,VCD 300X200 S&C,VCD-300x200-X633,NOS,NOS,Accessory,,29.47,
732,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X634,BX,BX,Accessory,,25.93,
733,1.00MM AGIS COIL (Z275),AGIS-1.00MM-X635,KG,TON,Raw-Material,UAE,3.08,
734,MAKITA MACHINE SPARE PARTS,MAKITA-SPARES-X636,SET,SET,Tool,,38.04,
735,40MM G CLAMPS,GC-40MM-X637,NOS,BOX (200 NOS),Accessory ,,0.28,
736,DAMPER SPLIT,DAMPER-SPLIT-X638,NOS,NOS,Accessory,,5.52,
737,CARBON 153,CARBON-153-X639,NOS,NOS,Consumable,,9.86,
738,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X640,KG,TON,Raw-Material,UAE,3.15,
739,20MM JOINT CLEAT,JC-20MM-X641,MTR,Length (2 MTR),Accessory ,,1.54,
740,TIE ROD (NOS) 8 MM,TR-8MM-X642,NOS,1.5MTR,Accessory,,3.49,
741,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X643,KG,TON ,Raw-Material,UAE,3.19,
742,WELDING ROD 4MM,WELD-4MM-X644,BOX,BOX,Consumable,,39.69,
743,WELDING ROD 2.6MM GREEN,WELD-2.6MM-X645,BOX,BOX,Consumable,,47.77,
744,40MM G CLAMPS,GC-40MM-X646,NOS,BOX (200 NOS),Accessory ,,0.28,
745,GALVANIZED ANGLE 40/40,ANGLE-40x40-X647,NOS,Length (5 MTR),Accessory,,62.88,
746,1.00MM JSW COIL (Z275),JSW-1.00MM-X648,KG,TON,Raw-Material,INDIA,3.9,
747,FIRE RATED GASKET,GASKET-FR-X649,NOS,NOS,Accessory,,45.62,
748,30MM CORNER,CR-30MM-X650,NOS,BOX (200 NOS),Accessory ,,0.24,
749,1.20MM JSW COIL (Z275),JSW-1.20MM-X651,KG,TON,Raw-Material,INDIA,3.86,
750,DRILL BIT 10 MM,DRILL-10MM-X652,NOS,NOS,Consumable,,6.02,
751,DRILL BIT 3.5 MM,DRILL-3.5MM-X653,NOS,NOS,Consumable,,2.5,
752,"GI ROUND VCD - 10""",VCD-GI-10-X654,NOS,NOS,Accessory,,12.29,
753,30MM JOINT CLEAT,JC-30MM-X655,MTR,Length (2 MTR),Accessory ,,1.53,
754,GOOGLES,SAFETY-GOGGLES-X656,NOS,NOS,SAFETY-ITEM,,5,
755,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X657,LITER,18 LITRE,Consumable,,7.37,
756,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X658,KG,TON,Raw-Material,UAE,3.05,
757,GI ACCESS DOOR HANDLE,GI-DOOR-HANDLE-X659,NOS,NOS,Accessory,,0.45,
758,HAMMER 200,HAMMER-200-X660,NOS,NOS,Tool,,15.27,
759,TIE ROD (NOS) 10 MM,TR-10MM-X661,NOS,1.5MTR,Accessory,,4.27,
760,20MM CORNER,CR-20MM-X662,NOS,BOX (200 NOS),Accessory ,,0.28,
761,DRILL BIT 4 MM,DRILL-4MM-X663,NOS,NOS,Consumable,,2.5,
762,"10"" RING",RING-10-X664,NOS,NOS,Accessory,,2.45,
763,NOZZLE LASER,NOZZLE-L-X665,NOS,NOS,Consumable,,9.1,
764,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X666,KG,TON,Raw-Material,UAE,3.13,
765,CARBON 51,CARBON-51-X667,NOS,NOS,Consumable,,5.09,
766,THINNER,THINNER-X668,LITER,LITER,Consumable,,8.68,
767,EARPLUG,EARPLUG-X669,NOS,NOS,SAFETY-ITEM,,0.61,
768,WASTE CLOTH,CONS-WASTE-CLOTH-X670,PKT,PKT,Consumable,,14.92,
769,DAMPER SPLIT,DAMPER-SPLIT-X671,NOS,NOS,Accessory,,5.52,
770,WOODEN HAMMER,HAMMER-WOOD-X672,NOS,NOS,Tool,,11.05,
771,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X673,KG,TON,Raw-Material,UAE,3.05,
772,EARPLUG,EARPLUG-X674,NOS,NOS,SAFETY-ITEM,,0.59,
773,"4"" RING",RING-4-X675,NOS,NOS,Accessory,,1.34,
774,TIE ROD (NOS) 10 MM,TR-10MM-X676,NOS,1.5MTR,Accessory,,4.37,
775,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X677,KG,TON ,Raw-Material,UAE,3.23,
776,HAND GLOVES,CONS-HAND-GLOVES-X678,DZN,DZN,SAFETY-ITEM,,12.91,
777,CARBON 153,CARBON-153-X679,NOS,NOS,Consumable,,10.12,
778,1.20MM AGIS COIL (Z275),AGIS-1.20MM-X680,KG,TON,Raw-Material,UAE,3.07,
779,HAND GLOVES,CONS-HAND-GLOVES-X681,DZN,DZN,SAFETY-ITEM,,12.81,
780,C PATTI SHEET,C-PATTI-SHEET-X682,NOS,NOS,Accessory,,0.91,
781,CARBON 51,CARBON-51-X683,NOS,NOS,Consumable,,4.96,
782,EARPLUG,EARPLUG-X684,NOS,NOS,SAFETY-ITEM,,0.6,
783,20MM FLANGES,FL-20MM-X685,MTR,Length (5 MTR),Accessory ,,1.37,
784,40MM FLANGES,FL-40MM-X686,MTR,Length (5 MTR),Accessory ,,3.78,
785,FIRE RATED SEALANT - MUAYED,SEALANT-FR-MUAYED-X687,NOS,NOS,Consumable,,19.78,
786,HAND GLOVES,CONS-HAND-GLOVES-X688,DZN,DZN,SAFETY-ITEM,,13.12,
787,CARBON PLAIN,CARBON-PLAIN-X689,NOS,NOS,Consumable,,5.02,
788,CARBON (MITERSAW),CARBON-MITER-X690,NOS,NOS,Consumable,,5.08,
789,0.80MM JSW COIL (Z275),JSW-0.80MM-X691,KG,TON,Raw-Material,INDIA,3.8,
790,"BRUSH 1""",BRUSH-1-X692,NOS,NOS,Consumable,,1.81,
791,"CUTTER WHEEL 14""",CUTTER-14-X693,NOS,NOS,Consumable,,10.99,
792,DRILL BIT 3.5 MM,DRILL-3.5MM-X694,NOS,NOS,Consumable,,2.5,
793,40MM CORNER,CR-40MM-X695,NOS,BOX (200 NOS),Accessory ,,0.88,
794,CARBON 153,CARBON-153-X696,NOS,NOS,Consumable,,9.97,
795,TIE ROD CONNECTOR 10 MM,TR-CON-10MM-X697,NOS,NOS,Accessory,,0.45,
796,TIE ROD (NOS) 10 MM,TR-10MM-X698,NOS,1.5MTR,Accessory,,4.31,
797,ELECTRODE PLASMA,ELECTRODE-P-X699,NOS,NOS,Consumable,,8.87,
798,TIE ROD (NOS) 10 MM,TR-10MM-X700,NOS,1.5MTR,Accessory,,4.4,
799,CARBON 51,CARBON-51-X701,NOS,NOS,Consumable,,5.01,
800,GI NUT 10 MM,GI-NUT-10MM-X702,KG,KG,Accessory,,6.93,
801,0.55MM JSW COIL (Z275),JSW-0.55MM-X703,KG,TON ,Raw-Material,INDIA,3.84,
802,SHEILD (PLASMA MACHINE),SHIELD-PLASMA-X704,NOS,NOS,Consumable,,76.6,
803,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X705,NOS,NOS,Consumable,,5.94,
804,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X706,BX,BX,Accessory,,25.67,
805,DRILL BIT 4 MM,DRILL-4MM-X707,NOS,NOS,Consumable,,2.55,
806,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X708,KG,TON,Raw-Material,UAE,3.06,
807,1.20MM AGIS COIL (Z275),AGIS-1.20MM-X709,KG,TON,Raw-Material,UAE,3.03,
808,FUSE,FUSE-X710,NOS,NOS,Consumable,,1,
809,1.00MM AGIS COIL (Z275),AGIS-1.00MM-X711,KG,TON,Raw-Material,UAE,3.14,
810,GI NUT 10 MM,GI-NUT-10MM-X712,KG,KG,Accessory,,6.94,
811,PIANO HINGES,HINGE-PIANO-X713,NOS,NOS,Accessory,,19.78,
812,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X714,KG,TON,Raw-Material,UAE,3.15,
813,0.70MM AGIS COIL (Z275),AGIS-0.70MM-X715,KG,TON,Raw-Material,UAE,3.21,
814,NOZZLE LASER,NOZZLE-L-X716,NOS,NOS,Consumable,,9.02,
815,20MM FLANGES,FL-20MM-X717,MTR,Length (5 MTR),Accessory ,,1.37,
816,THINNER,THINNER-X718,LITER,LITER,Consumable,,8.6,
817,40MM FLANGES,FL-40MM-X719,MTR,Length (5 MTR),Accessory ,,3.86,
818,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X720,KG,TON,Raw-Material,UAE,3.15,
819,"1"" DIA GI PIPE",GI-PIPE-1-X721,NOS,NOS,Raw-Material,,80.2,
820,FUSE,FUSE-X722,NOS,NOS,Consumable,,0.99,
821,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X723,BX,BX,Accessory,,26.09,
822,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X724,KG,TON ,Raw-Material,UAE,3.23,
823,DAMPER SPLIT,DAMPER-SPLIT-X725,NOS,NOS,Accessory,,5.6,
824,VCD 350X200 S&C,VCD-350x200-X726,NOS,NOS,Accessory,,31.38,
825,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X727,KG,TON,Raw-Material,UAE,3.08,
826,C PATTI SHEET,C-PATTI-SHEET-X728,NOS,NOS,Accessory,,0.9,
827,MAKITA MACHINE SPARE PARTS,MAKITA-SPARES-X729,SET,SET,Tool,,38.15,
828,0.70MM JSW COIL (Z275),JSW-0.70MM-X730,KG,TON,Raw-Material,INDIA,3.89,
829,1.10MM JSW COIL (Z275),JSW-1.10MM-X731,KG,TON,Raw-Material,INDIA,3.89,
830,30MM JOINT CLEAT,JC-30MM-X732,MTR,Length (2 MTR),Accessory ,,1.55,
831,HAND GLOVES,CONS-HAND-GLOVES-X733,DZN,DZN,SAFETY-ITEM,,13.03,
832,DRILL BIT 4 MM,DRILL-4MM-X734,NOS,NOS,Consumable,,2.48,
833,WOODEN HAMMER,HAMMER-WOOD-X735,NOS,NOS,Tool,,11.16,
834,30MM JOINT CLEAT,JC-30MM-X736,MTR,Length (2 MTR),Accessory ,,1.55,
835,CARBON 153,CARBON-153-X737,NOS,NOS,Consumable,,9.94,
836,CARBON 325,CARBON-325-X738,NOS,NOS,Consumable,,10.12,
837,GALVANIZED ANGLE 40/40,ANGLE-40x40-X739,NOS,Length (5 MTR),Accessory,,63.57,
838,1.10MM JSW COIL (Z275),JSW-1.10MM-X740,KG,TON,Raw-Material,INDIA,3.82,
839,HAND GLOVES,CONS-HAND-GLOVES-X741,DZN,DZN,SAFETY-ITEM,,12.75,
840,WELDING ROD 3.2MM,WELD-3.2MM-X742,BOX,BOX,Consumable,,44.12,
841,GREASE 1 KG,CONS-GREASE-1KG-X743,KG,KG,Consumable,,15.21,
842,1.00MM JSW COIL (Z275),JSW-1.00MM-X744,KG,TON,Raw-Material,INDIA,3.8,
843,CARBON (MITERSAW),CARBON-MITER-X745,NOS,NOS,Consumable,,5.02,
844,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X746,KG,TON,Raw-Material,UAE,3.11,
845,COPPER (SPOT WELDING TIP),COPPER-WELD-TIP-X747,PCS,PCS,Consumable,,29.67,
846,"CUTTER WHEEL 14""",CUTTER-14-X748,NOS,NOS,Consumable,,10.98,
847,ALUM SPRAY PAINT,CONS-PAINT-AL-X749,NOS,NOS,Consumable,,4.98,
848,FIRE RATED SEALANT - MUAYED,SEALANT-FR-MUAYED-X750,NOS,NOS,Consumable,,20,
849,HAND GLOVES,CONS-HAND-GLOVES-X751,DZN,DZN,SAFETY-ITEM,,13.19,
850,1.20MM JSW COIL (Z275),JSW-1.20MM-X752,KG,TON,Raw-Material,INDIA,3.91,
851,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X753,KG,TON ,Raw-Material,UAE,3.17,
852,TIE ROD (NOS) 8 MM,TR-8MM-X754,NOS,1.5MTR,Accessory,,3.49,
853,"GRINDING WHEEL 4.5""",GRIND-4.5-X755,NOS,NOS,Consumable,,0.99,
854,40MM CORNER,CR-40MM-X756,NOS,BOX (200 NOS),Accessory ,,0.88,
855,"GI ROUND VCD - 4""",VCD-GI-4-X757,NOS,NOS,Accessory,,9.94,
856,"5"" RING",RING-5-X758,NOS,NOS,Accessory,,1.55,
857,GI NUT 10 MM,GI-NUT-10MM-X759,KG,KG,Accessory,,7.06,
858,0.80MM JSW COIL (Z275),JSW-0.80MM-X760,KG,TON,Raw-Material,INDIA,3.87,
859,FIRE RATED GASKET,GASKET-FR-X761,NOS,NOS,Accessory,,45.44,
860,S CLEATS,S-CLEATS-X762,MTR,Length (1.2 MTR),Accessory ,,1.8,x
861,"BRUSH 1""",BRUSH-1-X763,NOS,NOS,Consumable,,1.8,
862,NOZZLE PLASMA,NOZZLE-P-X764,NOS,NOS,Consumable,,8.92,
